x states switches
237 1 0
238 3 1
239 5 0
240 4 0
241 4 0
242 5 0
243 5 0
244 3 0
245 5 0
246 4 0
247 3 0
248 2 1
249 2 0
250 2 0
251 4 0
252 4 0
253 2 0
254 2 0
255 2 0
256 4 0
257 2 0
258 2 0
259 2 0
260 4 0
261 2 0
262 3 0
263 2 0
264 2 0
265 4 1
266 5 0
267 3 0
268 4 0
269 2 0
270 2 0
271 4 1
272 4 0
273 3 0
274 3 0
275 4 0
276 5 0
277 5 0
278 5 0
279 5 0
280 1 0
281 4 0
282 5 0
283 5 0
284 5 0
285 2 0
286 5 0
287 1 0
288 5 0
289 5 0
290 5 0
291 1 0
292 5 0
293 5 0
294 4 0
295 1 0
296 5 0
297 1 0
298 5 0
299 5 0
300 1 0
301 4 0
302 3 0
303 5 0
304 4 0
305 5 0
306 4 0
307 2 1
308 5 1
309 4 0
310 4 0
311 3 0
312 4 0
313 4 1
314 5 0
315 1 0
316 3 0
317 1 0
318 3 0
319 5 0
320 1 0
321 3 0
322 4 0
323 1 0
324 5 0
325 1 1
326 2 0
327 3 0
328 2 0
329 2 0
330 3 0
331 2 0
332 5 0
333 2 0
334 2 0
335 2 0
336 3 0
337 5 0
338 3 0
339 4 0
340 5 0
341 2 0
342 2 0
343 3 0
344 3 0
345 3 0
346 3 1
347 5 0
348 1 0
349 5 0
350 3 0
351 3 0
352 3 0
353 5 0
354 5 0
355 1 0
356 5 0
357 2 1
358 1 0
359 4 0
360 2 0
361 3 0
362 3 0
363 1 0
364 4 0
365 1 0
366 5 0
367 4 0
368 1 1
369 3 0
370 5 0
371 5 0
372 1 1
373 2 1
374 5 0
375 1 0
376 1 0
377 3 0
378 1 0
379 1 0
380 4 0
381 3 0
382 5 0
383 3 0
384 2 0
385 3 0
386 4 0
387 1 0
388 2 0
389 2 0
390 3 0
391 1 0
392 1 0
393 1 0
394 4 0
395 2 0
396 2 0
397 5 0
398 2 0
399 1 0
400 2 0
401 1 0
402 5 0
403 3 0
404 1 0
405 1 0
406 1 0
407 1 0
408 4 0
409 2 0
410 2 0
411 4 1
412 5 0
413 1 0
414 5 0
415 3 1
416 4 0
417 2 0
418 3 0
419 3 0
420 3 1
421 5 0
422 2 0
423 5 0
424 2 0
425 5 0
426 1 0
427 4 0
428 1 0
429 2 0
430 3 0
431 3 0
432 2 0
433 1 0
434 1 0
435 4 0
436 3 0
437 2 0
438 5 1
439 2 0
440 5 0
441 3 1
442 2 0
443 5 0
444 5 0
445 4 0
446 5 0
447 1 1
448 2 0
449 2 0
450 4 0
451 2 0
452 2 0
453 2 0
454 5 0
455 1 0
456 2 0
457 2 0
458 3 1
459 4 0
460 3 0
461 3 0
462 4 0
463 1 0
464 3 0
465 5 0
466 2 0
467 3 1
468 3 0
469 4 0
470 5 1
471 3 0
472 3 0
473 5 0
474 2 0
475 5 0
476 3 0
477 1 0
478 2 0
479 3 0
480 1 0
481 3 0
482 3 0
483 3 0
484 1 1
485 1 0
486 1 0
487 1 0
488 2 0
489 4 0
490 2 0
491 1 0
492 1 0
493 1 0
494 1 0
495 1 0
496 1 0
497 1 0
498 1 0
499 2 0
500 5 0
501 1 0
502 4 0
503 1 0
504 2 0
505 2 0
506 2 0
507 1 0
508 1 0
509 3 1
510 3 1
511 3 0
512 3 0
513 2 0
514 2 0
515 5 0
516 3 0
517 5 0
518 2 0
519 2 0
520 3 0
521 5 1
522 5 0
523 5 0
524 4 1
525 4 0
526 5 0
527 3 1
528 3 0
529 4 0
530 4 0
531 2 1
532 5 0
533 5 0
534 3 1
535 1 1
536 1 0
537 1 0
538 1 0
539 1 1
540 2 0
541 1 1
542 2 0
543 1 1
544 4 1
545 4 0
546 1 0
547 3 0
548 4 0
549 1 0
550 4 0
551 3 1
552 5 0
553 5 1
554 4 0
555 2 0
556 5 0
557 4 1
558 1 1
559 4 0
560 3 0
561 2 0
562 1 0
563 1 1
564 3 0
565 1 0
566 1 0
567 3 0
568 3 0
569 3 0
570 1 0
571 1 0
572 1 0
573 4 1
574 3 0
575 2 0
576 4 0
577 4 0
578 4 0
579 3 0
580 1 0
581 4 0
582 2 0
583 4 0
584 4 0
585 4 0
586 1 0
587 4 0
588 4 0
589 2 1
590 1 0
591 4 0
592 2 0
593 1 0
594 2 0
595 2 0
596 3 0
597 2 0
598 2 0
599 3 0
600 3 1
601 2 0
602 4 0
603 2 0
604 3 0
605 2 0
606 3 0
607 3 1
608 1 0
609 2 0
610 5 0
611 4 1
612 1 0
613 2 0
614 1 0
615 3 1
616 3 0
617 2 0
618 5 0
619 3 0
620 3 0
621 1 0
622 2 0
623 3 0
624 3 1
625 4 0
626 4 0
627 1 1
628 1 0
629 1 0
630 3 0
631 3 0
632 1 0
633 3 0
634 3 0
635 1 0
636 5 1
637 4 0
638 1 0
639 1 0
640 1 0
641 4 0
642 3 0
643 5 0
644 4 0
645 3 0
646 1 0
647 4 0
648 5 0
649 1 0
650 3 0
651 4 0
652 4 0
653 3 0
654 4 0
655 4 0
656 4 0
657 1 0
658 5 0
659 5 0
660 4 0
661 1 0
662 4 0
663 4 0
664 3 0
665 4 0
666 4 0
667 4 0
668 4 0
669 4 0
670 3 0
671 3 0
672 1 0
673 1 0
674 5 1
675 3 0
676 3 0
677 2 1
678 4 0
679 3 1
680 5 0
681 1 1
682 2 0
683 5 0
684 2 0
685 5 0
686 2 0
687 2 0
688 2 0
689 2 0
690 5 0
691 2 0
692 1 0
693 2 0
694 5 1
695 3 0
696 3 1
697 1 0
698 1 0
699 5 0
700 5 0
701 2 0
702 1 0
703 5 0
704 1 0
705 4 0
706 5 0
707 1 0
708 1 0
709 1 0
710 5 1
711 5 0
712 5 0
713 2 0
714 2 0
715 4 0
716 5 0
717 2 0
718 2 0
719 5 0
720 5 0
721 2 1
722 3 0
723 1 0
724 1 0
725 4 0
726 5 0
727 2 0
728 1 0
729 3 0
730 3 0
731 1 0
732 3 0
733 5 0
734 4 0
735 2 0
736 5 0
737 3 0
738 3 0
739 1 1
740 4 0
741 2 1
742 5 0
743 5 0
744 5 0
745 3 0
746 1 0
747 3 0
748 5 0
749 2 0
750 1 0
751 3 0
752 1 0
753 2 0
754 2 0
755 1 0
756 5 0
757 2 0
758 2 0
759 5 1
760 5 0
761 5 0
762 2 0
763 5 0
764 5 0
765 5 0
766 5 0
767 5 0
768 1 0
769 2 0
770 5 0
771 1 0
772 5 0
773 5 0
774 3 0
775 3 1
776 3 0
777 3 0
778 5 0
779 5 0
780 2 0
781 3 0
782 2 0
783 5 0
784 5 0
785 3 0
786 2 0
787 2 0
788 2 0
789 4 0
790 2 1
791 2 0
792 2 0
793 3 0
794 4 0
795 3 0
796 4 0
797 2 0
798 5 0
799 3 0
800 5 0
801 4 0
802 2 0
803 5 0
804 4 0
805 2 0
806 5 0
807 5 1
808 5 0
809 5 0
810 1 0
811 3 0
812 4 1
813 4 0
814 5 0
815 1 0
816 4 0
817 4 0
818 1 0
819 4 0
820 4 0
821 5 0
822 5 0
823 1 0
824 4 0
825 4 0
826 5 0
827 1 0
828 2 1
829 3 1
830 2 0
831 4 1
832 4 0
833 3 0
834 3 0
835 1 0
836 4 0
837 1 0
838 4 0
839 4 1
840 4 0
841 1 0
842 5 0
843 1 0
844 3 0
845 2 0
846 4 0
847 4 0
848 5 0
849 5 0
850 1 0
851 3 0
852 5 0
853 5 0
854 3 0
855 5 0
856 4 0
857 3 0
858 4 0
859 1 0
860 3 0
861 3 0
862 4 0
863 2 0
864 3 0
865 5 1
866 2 0
867 2 0
868 2 0
869 2 0
870 5 0
871 5 0
872 2 1
873 5 0
874 2 0
875 3 0
876 2 0
877 2 0
878 3 0
879 2 0
880 3 0
881 2 0
882 3 0
883 3 0
884 3 1
885 3 0
886 1 0
887 2 0
888 3 0
889 3 0
890 3 0
891 3 0
892 3 0
893 1 1
894 1 1
895 5 0
896 2 1
897 4 0
898 5 0
899 4 0
900 4 0
901 3 1
902 1 1
903 4 0
904 5 0
905 5 0
906 5 0
907 2 1
908 2 0
909 5 0
910 2 0
911 3 0
912 4 0
913 5 0
914 2 0
915 5 0
916 2 0
917 3 1
918 1 0
919 4 0
920 1 0
921 5 0
922 3 0
923 2 1
924 4 0
925 4 0
926 5 0
927 4 0
928 4 0
929 4 0
930 4 0
931 5 0
932 4 0
933 1 0
934 1 0
935 2 0
936 1 0
937 3 0
938 3 1
939 3 0
940 3 0
941 4 0
942 3 0
943 3 0
944 4 0
945 4 0
946 4 0
947 4 0
948 3 0
949 4 0
950 3 0
951 1 1
952 4 0
953 1 0
954 1 0
955 1 0
956 2 0
957 4 1
958 4 0
959 2 0
960 2 0
961 4 0
962 3 0
963 2 0
964 5 0
965 4 1
966 2 0
967 4 0
968 4 0
969 4 0
970 1 0
971 4 0
972 5 0
973 5 0
974 5 0
975 1 0
976 4 0
977 4 0
978 5 0
979 5 0
980 5 0
981 1 1
982 1 0
983 2 0
984 2 0
985 4 0
986 4 0
987 2 0
988 1 0
989 5 0
990 2 1
991 2 0
992 2 0
993 4 0
994 2 0
995 2 0
996 4 0
997 2 0
998 2 0
999 2 0
1000 2 0
1001 3 0
1002 2 0
1003 2 0
1004 2 0
1005 2 0
1006 2 0
1007 2 1
1008 2 0
1009 4 0
1010 4 0
1011 4 0
1012 2 0
1013 2 0
1014 1 0
1015 4 0
1016 1 0
1017 4 0
1018 2 0
1019 4 0
1020 2 0
1021 3 0
1022 1 0
1023 4 0
1024 2 0
1025 4 0
1026 5 0
1027 2 0
1028 2 0
1029 4 0
1030 4 0
1031 2 0
1032 2 0
1033 4 0
1034 2 0
1035 2 0
1036 1 1
1037 5 0
1038 2 1
1039 4 0
1040 5 0
1041 5 0
1042 5 0
1043 5 0
1044 2 1
1045 2 0
1046 2 0
1047 3 0
1048 2 0
1049 2 0
1050 2 0
1051 2 0
1052 3 1
1053 5 0
1054 5 0
1055 2 0
1056 5 0
1057 5 0
1058 5 0
1059 3 0
1060 3 0
1061 3 0
1062 1 0
1063 3 0
1064 3 0
1065 5 0
1066 3 0
1067 5 0
1068 5 0
1069 2 1
1070 4 1
1071 3 0
1072 4 0
1073 3 0
1074 2 0
1075 5 1
1076 2 0
1077 1 0
1078 3 0
1079 1 0
1080 2 0
1081 5 0
1082 5 0
1083 3 0
1084 4 0
1085 3 0
1086 3 0
1087 1 0
1088 3 0
1089 3 0
1090 3 0
1091 5 0
1092 1 0
1093 2 0
1094 1 0
1095 5 0
1096 3 0
1097 3 0
1098 3 0
1099 3 0
1100 3 0
1101 1 0
1102 1 0
1103 1 0
1104 1 0
1105 1 1
1106 3 0
1107 5 0
1108 1 0
1109 3 0
1110 5 0
1111 3 0
1112 3 0
1113 3 0
1114 3 0
1115 3 0
1116 5 0
1117 3 0
1118 3 0
1119 1 0
1120 5 0
1121 3 0
1122 1 0
1123 2 0
1124 3 0
1125 3 0
1126 1 0
1127 5 0
1128 2 0
1129 2 0
1130 3 0
1131 5 0
1132 3 0
1133 3 0
1134 5 0
1135 3 0
1136 5 0
1137 5 0
1138 5 0
1139 3 0
1140 5 0
1141 2 0
1142 3 0
1143 2 0
1144 5 0
1145 1 0
1146 3 0
1147 5 0
1148 2 0
1149 5 0
1150 5 0
1151 5 0
1152 1 0
1153 5 0
1154 5 0
1155 5 1
1156 5 0
1157 2 0
1158 2 0
1159 2 0
1160 5 0
1161 1 0
1162 4 0
1163 5 0
1164 2 0
1165 3 0
1166 5 0
1167 3 1
1168 4 0
1169 3 0
1170 2 0
1171 3 0
1172 3 0
1173 3 0
1174 1 0
1175 3 0
1176 3 0
1177 1 1
1178 1 0
1179 4 0
1180 3 0
1181 1 0
1182 1 0
1183 5 0
1184 1 0
1185 5 0
1186 1 0
1187 1 0
1188 3 0
1189 1 0
1190 4 0
1191 1 0
1192 3 0
1193 5 0
1194 1 0
1195 1 0
1196 2 1
1197 2 0
1198 4 1
1199 5 0
1200 5 1
1201 4 0
1202 3 0
1203 2 1
1204 3 0
1205 5 0
1206 5 0
1207 5 0
1208 5 0
1209 3 0
1210 5 0
1211 5 0
1212 2 0
1213 2 0
1214 1 0
1215 3 1
1216 2 0
1217 2 0
1218 2 0
1219 2 0
1220 2 0
1221 2 0
1222 5 0
1223 3 1
1224 5 1
1225 1 1
1226 1 0
1227 3 0
1228 2 0
1229 5 0
1230 1 0
1231 1 0
1232 3 0
1233 1 0
1234 1 0
1235 1 0
1236 1 0
1237 3 1
1238 5 0
1239 1 0
1240 1 0
1241 1 0
1242 3 0
1243 2 1
1244 4 0
1245 4 0
1246 2 0
1247 5 1
1248 4 0
1249 3 0
1250 3 0
1251 3 0
1252 3 0
1253 4 0
1254 4 0
1255 4 0
1256 2 0
1257 2 0
1258 4 0
1259 3 0
1260 4 0
1261 4 0
1262 4 0
1263 3 0
1264 3 0
1265 3 0
1266 4 0
1267 4 0
1268 4 0
1269 4 0
1270 4 0
1271 4 0
1272 1 1
1273 3 0
1274 2 0
1275 5 0
1276 3 0
1277 1 0
1278 1 0
1279 1 0
1280 1 0
1281 1 0
1282 2 0
1283 5 0
1284 5 0
1285 5 0
1286 4 1
1287 2 0
1288 1 0
1289 2 0
1290 1 0
1291 4 0
1292 4 0
1293 3 0
1294 3 0
1295 3 0
1296 4 0
1297 4 0
1298 4 1
1299 5 0
1300 2 0
1301 3 0
1302 3 0
1303 4 0
1304 4 0
1305 3 0
1306 2 0
1307 5 0
1308 5 0
1309 1 0
1310 4 0
1311 5 0
1312 2 0
1313 4 0
1314 1 0
1315 1 0
1316 3 0
1317 4 0
1318 1 0
1319 1 0
1320 3 0
1321 4 0
1322 1 0
1323 2 0
1324 2 0
1325 4 0
1326 5 0
1327 3 0
1328 4 0
1329 4 0
1330 4 0
1331 3 0
1332 2 0
1333 3 0
1334 2 0
1335 1 1
1336 4 0
1337 2 0
1338 3 0
1339 5 0
1340 2 0
1341 2 0
1342 2 1
1343 2 0
1344 5 0
1345 3 0
1346 2 0
1347 2 0
1348 2 0
1349 2 0
1350 4 0
1351 5 0
1352 2 0
1353 3 0
1354 4 0
1355 5 0
1356 5 0
1357 3 1
1358 3 0
1359 2 0
1360 2 0
1361 2 1
1362 2 0
1363 2 0
1364 2 0
1365 2 0
1366 2 0
1367 2 0
1368 2 0
1369 2 0
1370 2 0
1371 2 0
1372 4 0
1373 2 0
1374 2 0
1375 2 0
1376 2 0
1377 2 0
1378 2 0
1379 2 0
1380 4 0
1381 2 0
1382 4 0
1383 2 0
1384 2 0
1385 2 0
1386 2 0
1387 2 0
1388 4 0
1389 2 0
1390 2 0
1391 2 0
1392 2 0
1393 5 1
1394 2 0
1395 1 0
1396 1 0
1397 5 0
1398 5 1
1399 4 0
1400 2 0
1401 5 0
1402 5 0
1403 4 0
1404 4 0
1405 4 0
1406 4 0
1407 2 0
1408 4 0
1409 5 0
1410 2 0
1411 4 0
1412 4 0
1413 5 0
1414 5 0
1415 3 0
1416 2 0
1417 3 0
1418 2 0
1419 3 0
1420 2 0
1421 4 0
1422 4 0
1423 2 0
1424 2 0
1425 2 0
1426 3 0
1427 5 0
1428 5 0
1429 4 0
1430 4 0
1431 5 0
1432 3 1
1433 1 0
1434 1 1
1435 1 0
1436 5 0
1437 2 1
1438 5 0
1439 1 0
1440 2 0
1441 2 0
1442 4 0
1443 2 0
1444 5 0
1445 2 0
1446 2 0
1447 5 0
1448 2 0
1449 1 0
1450 1 0
1451 5 0
1452 1 0
1453 4 0
1454 5 0
1455 2 0
1456 3 1
1457 5 0
1458 5 0
1459 5 0
1460 3 0
1461 1 0
1462 5 0
1463 4 0
1464 1 0
1465 2 0
1466 3 0
1467 5 0
1468 5 1
1469 2 0
1470 1 0
1471 2 0
1472 2 0
1473 5 0
1474 2 0
1475 1 0
1476 5 0
1477 2 0
1478 1 0
1479 2 0
1480 4 0
1481 1 0
1482 4 0
1483 4 1
1484 4 0
1485 4 0
1486 4 0
1487 3 0
1488 3 0
1489 3 0
1490 4 0
1491 1 0
1492 4 0
1493 4 0
1494 2 0
1495 1 0
1496 1 0
1497 4 1
1498 5 0
1499 5 0
1500 2 1
1501 1 0
1502 3 0
1503 3 0
1504 2 0
1505 1 0
1506 4 1
1507 4 0
1508 4 0
1509 5 0
1510 2 0
1511 3 0
1512 5 0
1513 1 0
1514 1 1
1515 2 0
1516 1 0
1517 2 0
1518 2 0
1519 4 1
1520 5 0
1521 4 0
1522 3 0
1523 4 0
1524 2 0
1525 2 0
1526 5 0
1527 4 0
1528 4 0
1529 5 0
1530 5 0
1531 5 0
1532 4 0
1533 4 0
1534 5 0
1535 4 0
1536 4 0
1537 5 0
1538 2 0
1539 5 0
1540 4 0
1541 5 0
1542 5 0
1543 4 0
1544 2 1
1545 2 0
1546 2 0
1547 5 0
1548 2 0
1549 5 0
1550 3 1
1551 4 0
1552 5 1
1553 5 0
1554 4 0
1555 5 0
1556 4 0
1557 2 0
1558 4 0
1559 1 0
1560 5 0
1561 3 0
1562 1 0
1563 4 0
1564 3 0
1565 2 0
1566 5 0
1567 5 0
1568 4 0
1569 3 0
1570 5 0
1571 2 0
1572 2 0
1573 1 0
1574 2 0
1575 4 0
1576 4 0
1577 3 0
1578 2 0
1579 2 0
1580 5 0
1581 5 0
1582 5 0
1583 5 0
1584 4 0
1585 5 0
1586 5 0
1587 2 0
1588 5 0
1589 5 0
1590 5 0
1591 2 0
1592 5 0
1593 4 0
1594 4 0
1595 1 0
1596 3 1
1597 4 0
1598 1 1
1599 4 1
1600 2 0
1601 4 0
1602 3 0
1603 2 0
1604 3 0
1605 3 0
1606 3 0
1607 4 1
1608 3 0
1609 4 0
1610 3 0
1611 4 0
1612 4 0
1613 4 0
1614 4 0
1615 5 0
1616 4 1
1617 5 1
1618 5 0
1619 5 0
1620 5 0
1621 5 0
1622 3 0
1623 3 0
1624 3 0
1625 5 0
1626 3 0
1627 5 0
1628 5 1
1629 2 0
1630 5 1
1631 1 1
1632 1 0
1633 4 0
1634 1 0
1635 1 0
1636 1 1
1637 1 0
1638 3 0
1639 5 0
1640 3 0
1641 3 0
1642 3 0
1643 4 0
1644 3 0
1645 4 0
1646 4 1
1647 1 0
1648 3 0
1649 5 0
1650 3 0
1651 5 1
1652 5 0
1653 5 0
1654 2 0
1655 5 0
1656 2 1
1657 1 0
1658 4 0
1659 5 1
1660 3 0
1661 1 0
1662 4 0
1663 2 0
1664 3 0
1665 2 0
1666 5 1
1667 5 0
1668 4 0
1669 2 0
1670 5 0
1671 5 1
1672 1 1
1673 1 0
1674 5 0
1675 5 0
1676 2 0
1677 5 0
1678 5 0
1679 3 0
1680 5 0
1681 5 0
1682 5 0
1683 1 0
1684 5 0
1685 3 0
1686 1 0
1687 2 0
1688 5 0
1689 1 0
1690 1 0
1691 5 0
1692 5 0
1693 5 0
1694 5 0
1695 5 0
1696 4 0
1697 4 1
1698 4 0
1699 3 0
1700 5 0
1701 4 0
1702 5 0
1703 4 0
1704 5 0
1705 4 0
1706 4 0
1707 5 0
1708 4 1
1709 2 0
1710 5 0
1711 2 0
1712 5 0
1713 4 0
1714 3 1
1715 5 0
1716 5 0
1717 3 0
1718 5 0
1719 3 0
1720 5 0
1721 4 1
1722 2 0
1723 4 0
1724 4 0
1725 2 0
1726 2 0
1727 5 0
1728 2 0
1729 2 0
1730 5 0
1731 2 0
1732 2 0
1733 2 0
1734 1 0
1735 2 0
1736 2 0
1737 4 0
1738 1 0
1739 4 0
1740 4 0
1741 2 0
1742 3 1
1743 4 0
1744 3 0
1745 3 0
1746 3 0
1747 3 0
1748 3 0
1749 3 0
1750 3 0
1751 5 0
1752 3 0
1753 2 0
1754 3 0
1755 3 0
1756 3 0
1757 3 0
1758 3 0
1759 3 0
1760 3 0
1761 2 0
1762 5 0
1763 5 0
1764 3 1
1765 5 0
1766 3 0
1767 4 0
1768 5 0
1769 4 0
1770 5 1
1771 4 0
1772 5 0
1773 1 0
1774 4 0
1775 4 0
1776 5 0
1777 4 1
1778 2 0
1779 4 0
1780 5 0
1781 5 0
1782 5 0
1783 2 0
1784 5 0
1785 5 0
1786 5 0
1787 3 0
1788 3 0
1789 1 0
1790 2 0
1791 5 0
1792 5 0
1793 3 0
1794 3 0
1795 2 0
1796 5 0
1797 5 0
1798 4 1
1799 4 0
1800 4 0
1801 4 1
1802 3 0
1803 5 0
1804 1 1
1805 1 0
1806 1 0
1807 2 0
1808 2 0
1809 4 0
1810 2 0
1811 1 0
1812 3 0
1813 5 1
1814 1 0
1815 1 0
1816 5 0
1817 1 0
1818 1 0
1819 1 0
1820 1 0
1821 1 0
1822 3 1
1823 3 0
1824 3 0
1825 1 0
1826 4 0
1827 3 0
1828 3 0
1829 3 0
1830 5 1
1831 4 0
1832 3 0
1833 4 0
1834 4 0
1835 4 0
1836 4 0
1837 2 0
1838 4 0
1839 5 0
1840 2 0
1841 5 0
1842 2 0
1843 3 0
1844 4 0
1845 2 0
1846 2 0
1847 5 0
1848 2 0
1849 4 0
1850 2 0
1851 2 0
1852 1 1
1853 2 0
1854 2 0
1855 1 0
1856 4 0
1857 1 0
1858 2 0
1859 1 0
1860 1 0
1861 1 0
1862 2 0
1863 4 1
1864 3 0
1865 3 1
1866 3 0
1867 1 0
1868 4 1
1869 4 0
1870 3 0
1871 4 0
1872 4 0
1873 4 0
1874 5 0
1875 4 0
1876 5 1
1877 3 0
1878 3 0
1879 1 0
1880 3 0
1881 1 0
1882 5 0
1883 3 0
1884 1 0
1885 5 0
1886 5 0
1887 5 0
1888 3 0
1889 3 0
1890 3 0
1891 5 0
1892 5 0
1893 1 0
1894 4 1
1895 1 0
1896 4 0
1897 1 0
1898 1 0
1899 4 0
1900 4 0
1901 2 1
1902 2 0
1903 3 0
1904 4 0
1905 1 1
1906 2 0
1907 2 0
1908 3 0
1909 2 0
1910 3 0
1911 1 0
1912 4 0
1913 2 0
1914 2 0
1915 2 0
1916 3 0
1917 2 0
1918 2 0
1919 5 0
1920 3 0
1921 3 0
1922 2 0
1923 3 0
1924 2 0
1925 2 0
1926 3 0
1927 3 0
1928 1 0
1929 4 0
1930 2 0
1931 2 0
1932 1 0
1933 2 0
1934 2 0
1935 5 0
1936 2 0
1937 3 0
1938 3 0
1939 1 0
1940 4 0
1941 4 0
1942 3 0
1943 3 0
1944 3 0
1945 1 1
1946 1 0
1947 4 0
1948 1 0
1949 1 1
1950 5 0
1951 4 0
1952 5 0
1953 1 0
1954 2 1
1955 5 0
1956 2 0
1957 5 0
1958 2 0
1959 5 0
1960 2 0
1961 4 0
1962 5 0
1963 5 0
1964 4 0
1965 2 0
1966 5 0
1967 5 0
1968 4 0
1969 2 0
1970 4 0
1971 4 0
1972 2 0
1973 2 0
1974 2 0
1975 2 0
1976 4 0
1977 5 0
1978 1 0
1979 2 0
1980 2 0
1981 1 0
1982 1 0
1983 2 0
1984 2 0
1985 4 0
1986 5 0
1987 4 0
1988 3 1
1989 3 0
1990 3 0
1991 2 0
1992 5 0
1993 3 0
1994 4 1
1995 2 1
1996 2 0
1997 1 0
1998 4 0
1999 2 0
2000 3 0
2001 5 0
2002 4 1
2003 5 0
2004 1 0
2005 3 0
2006 1 0
2007 3 0
2008 5 0
2009 1 0
2010 3 0
2011 5 0
2012 1 0
2013 5 0
2014 1 0
2015 5 0
2016 1 0
2017 3 1
2018 3 0
2019 3 0
2020 3 0
2021 2 1
2022 1 0
2023 5 0
2024 1 0
2025 5 1
2026 1 0
2027 2 0
2028 3 1
2029 5 0
2030 5 0
2031 2 0
2032 4 0
2033 4 0
2034 5 0
2035 4 0
2036 4 0
2037 4 0
2038 5 0
2039 2 0
2040 4 0
2041 4 0
2042 2 0
2043 1 1
2044 5 0
2045 3 1
2046 1 0
2047 3 0
2048 3 0
2049 2 0
2050 3 0
2051 4 1
2052 4 0
2053 4 0
2054 5 0
2055 5 0
2056 1 1
2057 5 0
2058 4 0
2059 1 0
2060 4 0
2061 4 0
2062 4 0
2063 4 0
2064 4 0
2065 5 1
2066 1 0
2067 3 0
2068 1 0
2069 1 0
2070 5 0
2071 1 0
2072 2 0
2073 1 0
2074 4 1
2075 4 0
2076 4 0
2077 3 0
2078 2 1
2079 2 0
2080 1 0
2081 5 0
2082 1 0
2083 2 0
2084 2 0
2085 1 0
2086 1 0
2087 1 0
2088 1 0
2089 2 0
2090 2 0
2091 4 1
2092 2 0
2093 2 0
2094 2 0
2095 3 1
2096 3 0
2097 1 0
2098 3 0
2099 3 0
2100 1 0
2101 4 1
2102 3 1
2103 4 0
2104 4 0
2105 3 0
2106 5 0
2107 4 0
2108 3 0
2109 3 0
2110 3 0
2111 1 0
2112 2 0
2113 2 0
2114 5 0
2115 3 1
2116 4 0
2117 2 0
2118 3 0
2119 5 0
2120 3 0
2121 1 0
2122 5 0
2123 4 0
2124 1 1
2125 3 0
2126 3 1
2127 3 0
2128 4 0
2129 3 1
2130 3 0
2131 5 0
2132 3 0
2133 3 0
2134 1 0
2135 5 0
2136 3 0
2137 3 0
2138 4 0
2139 4 0
2140 4 0
2141 3 0
